Jornada,Dia,Hora,Local,Equipa 1,Golos 1,Golos 2,Equipa 2,Divisao,Grupo,Fonte_Data,Fonte_Local,Data_Placeholder,Local_Placeholder,Falta de Comparência,Elo Antes 1,Elo Antes 2,Season Phase 1,Season Phase 2,Proportional Multiplier,K Factor 1,K Factor 2,Elo Change 1,Elo Change 2,Elo Delta 1,Elo Delta 2,Elo Depois 1,Elo Depois 2,Has Absence,Was In Previous Season 1,Was In Previous Season 2,Inter Group Adjustment 1,Inter Group Adjustment 2,Final Elo 1,Final Elo 2
1,2025-10-23 00:00:00,23h00,Sintético,Eng. Química,6.0,0.0,MTC,2.0,B,Excel,Excel,False,False,,592,406,2.0,2.0,1.2820888539868154,256.41777079736306,256.41777079736306,0.1527590469188147,-0.1527590469188147,39,-39,631,367,False,True,True,0,0,631,367
2,2025-11-03 00:00:00,21H00,Sintético,Biotecnologia,3.0,1.0,Eng. Computadores e Telemática,1.0,,Excel,Excel,False,False,,1021,752,1.4344650847254958,1.4344650847254958,1.1161231740339044,160.1039723404634,160.1039723404634,0.07744481621440558,-0.07744481621440553,12,-12,1033,740,False,True,True,0,0,1033,740
2,2025-11-03 00:00:00,22H00,Sintético,Eng. Eletrónica e Telecomunicações,0.0,4.0,Fisioterapia,1.0,,Excel,Excel,False,False,,1027,1025,1.4344650847254958,1.4344650847254958,1.2311444133449163,176.60336751981365,176.60336751981365,-0.5046050399709767,0.5046050399709766,-89,89,938,1114,False,True,True,0,0,938,1114
2,2025-11-04 00:00:00,21h00,Sintético,Música,1.0,4.0,Eng. Química,2.0,B,Excel,Excel,False,False,,353,631,1.3333333333333333,1.3333333333333333,1.148698354997035,153.15978066627133,153.15978066627133,-0.07172593478402459,0.07172593478402456,-11,11,342,642,False,True,True,0,0,342,642
2,2025-11-04 00:00:00,22h00,Sintético,Ciências Biomédicas,6.0,2.0,Biologia e Geologia,2.0,B,Excel,Excel,False,False,,537,371,1.3333333333333333,2.0,1.1161231740339044,148.81642320452056,223.22463480678087,0.1781522698239395,-0.17815226982393953,27,-40,564,331,False,True,True,0,0,564,331
2,2025-11-10 00:00:00,21h00,Sintético,Administração Pública,0.0,1.0,Contabilidade,1.0,,Excel,Excel,False,False,,687,696,1.4344650847254958,1.4344650847254958,1.0717734625362931,153.74216107436618,153.74216107436618,-0.47928859226066334,0.47928859226066334,-74,74,613,770,False,True,True,0,0,613,770
2,2025-11-10 00:00:00,22h00,Sintético,Matemática,0.0,7.0,Gestão,2.0,B,Excel,Excel,False,False,,551,839,1.3333333333333333,1.3333333333333333,1.3020054543174677,173.60072724232901,173.60072724232901,-0.06583029185676036,0.06583029185676048,-11,11,540,850,False,True,True,0,0,540,850
2,2025-11-11 00:00:00,21h00,Sintético,MTC,0.0,7.0,Eng. Civil,2.0,B,Calendário PDF (corrigido),Excel,False,False,,367,871,1.3333333333333333,1.3333333333333333,1.3020054543174677,173.60072724232901,173.60072724232901,-0.009546280414924136,0.009546280414924224,-2,2,365,873,False,True,True,0,0,365,873
2,2025-11-11 00:00:00,22h00,Sintético,Tecnologias de Informação,1.0,1.0,Eng. Mecânica B,2.0,A,Excel,Excel,False,False,,706,693,1.2905158776306287,2.0,1.0,129.05158776306286,200.0,-0.029897895892607607,0.029897895892607662,-4,6,702,699,False,True,True,0,0,702,699
3,2025-11-17 00:00:00,21h00,Sintético,Eng. Química,2.0,1.0,Matemática,2.0,B,Excel,Excel,False,False,,642,540,1.0,1.0,1.0717734625362931,107.17734625362931,107.17734625362931,0.2810105001763906,-0.28101050017639057,30,-30,672,510,False,True,True,0,0,672,510
3,2025-11-17 00:00:00,22h00,Sintético,Gestão,7.0,0.0,Marketing,2.0,B,Excel,Excel,False,False,,850,335,1.0,1.3333333333333333,1.3020054543174677,130.20054543174678,173.60072724232901,0.008634433130792596,-0.008634433130792499,1,-1,851,334,False,True,False,0,0,851,334
3,2025-11-17 00:00:00,23h00,Sintético,Biologia e Geologia,2.0,3.0,MTC,2.0,B,Excel,Excel,False,False,,331,365,1.3333333333333333,1.0,1.0413797439924106,138.85063253232138,104.13797439924106,-0.42234566272526824,0.4223456627252682,-59,44,272,409,False,True,True,0,0,272,409
3,2025-11-18 00:00:00,21h00,Sintético,Eng. Civil,4.0,3.0,Música,2.0,B,Excel,Excel,False,False,,873,342,1.0,1.0,1.0291860089647606,102.91860089647606,102.91860089647606,0.007460156694536257,-0.007460156694536287,1,-1,874,341,False,True,True,0,0,874,341
2,2025-11-18 00:00:00,22h00,Sintético,Geologia,1.0,12.0,Eng. de Materiais,2.0,A,Excel,Excel,False,False,,599,532,1.2905158776306287,2.0,1.2820888539868154,165.45560226032418,256.41777079736306,-0.6495570640274512,0.6495570640274513,-107,167,492,699,False,True,True,0,0,492,699
6,2025-11-18 00:00:00,23h00,Sintético,Eng. Informática,2.0,3.0,Eng. Computacional,2.0,A,Excel,Excel,False,False,,505,494,1.2905158776306287,2.0,1.0413797439924106,134.3917094265125,208.27594879848212,-0.5253067929804586,0.5253067929804586,-71,109,434,603,False,True,True,0,0,434,603
3,2025-11-24 00:00:00,21h00,Sintético,Eng. Computadores e Telemática,1.0,0.0,Eng. Eletrónica e Telecomunicações,1.0,,Excel,Excel,False,False,,740,938,1.2137926106053525,1.2137926106053525,1.0717734625362931,130.0910709069465,130.0910709069465,0.8610032100414511,-0.861003210041451,112,-112,852,826,False,True,True,0,0,852,826
3,2025-11-24 00:00:00,22h00,Sintético,Gestão e Planeamento em Turismo,1.0,0.0,Biotecnologia,1.0,,Excel,Excel,False,False,,1147,1033,1.4344650847254958,1.2137926106053525,1.0717734625362931,153.74216107436618,130.0910709069465,0.25922917135863655,-0.25922917135863655,40,-34,1187,999,False,True,True,0,0,1187,999
3,2025-11-25 00:00:00,22H00,Sintético,Eng. e Gestão Industrial,2.0,1.0,Eng. Mecânica,1.0,,Excel,Excel,False,False,,1351,1174,1.4344650847254958,1.4344650847254958,1.0717734625362931,153.74216107436618,153.74216107436618,0.1637988222930663,-0.1637988222930663,25,-25,1376,1149,False,True,True,0,0,1376,1149
3,2025-11-25 00:00:00,23H00,Sintético,Contabilidade,5.0,1.0,Eng. Biomédica,1.0,,Excel,Excel,False,False,,770,594,1.2137926106053525,2.0,1.174618943088019,142.57437933973065,234.9237886176038,0.16506426078687098,-0.16506426078687103,24,-39,794,555,False,True,True,0,0,794,555
4,2025-11-27 00:00:00,21h00,Sintético,Eng. de Materiais,2.0,1.0,Eng. Computacional,2.0,A,Excel,Excel,False,False,,699,603,1.2905158776306287,1.2905158776306287,1.0717734625362931,138.3140670626242,138.3140670626242,0.29230970749986673,-0.2923097074998667,40,-40,739,563,False,True,True,0,0,739,563
3,2025-11-27 00:00:00,22h00,Sintético,Administração Pública,1.0,3.0,Economia,1.0,,Excel,Excel,False,False,,613,967,1.2137926106053525,1.4344650847254958,1.1161231740339044,135.4742061167745,160.1039723404634,-0.03695281814294715,0.036952818142947264,-5,6,608,973,False,True,True,0,0,608,973
3,2025-12-03 00:00:00,20h30,Sintético,Eng. Computacional,1.0,5.0,Tecnologias de Informação,2.0,A,Excel,Excel,False,False,,563,702,1.0,1.0,1.174618943088019,117.4618943088019,117.4618943088019,-0.21750983058219,0.2175098305821901,-26,26,537,728,False,True,True,0,0,537,728
2,2025-12-03 00:00:00,21h30,Sintético,Economia,1.0,8.0,Gestão e Planeamento em Turismo,1.0,,Excel,Excel,False,False,,973,1187,1.2137926106053525,1.2137926106053525,1.2311444133449163,149.4353991506121,149.4353991506121,-0.12228013947680864,0.12228013947680871,-18,18,955,1205,False,True,True,0,0,955,1205
2,2025-12-03 00:00:00,22h30,Sintético,Eng. Mecânica,6.0,1.0,Eng. Biomédica,1.0,,Excel,Excel,False,False,,1149,555,1.2137926106053525,1.4344650847254958,1.1962311988513155,145.19765897413086,171.59518880115337,0.004189639355442809,-0.0041896393554428195,1,-1,1150,554,False,True,True,0,0,1150,554
3,2025-12-04 00:00:00,21h00,Sintético,Eng. Informática,3.0,3.0,Geologia,2.0,A,Excel,Excel,False,False,,434,492,1.0,1.0,1.0,100.0,100.0,0.13046210120439694,-0.13046210120439694,13,-13,447,479,False,True,True,0,0,447,479
3,2025-12-04 00:00:00,22h00,Sintético,Eng. de Materiais,4.0,0.0,Biologia,2.0,A,Excel,Excel,False,False,,739,353,1.0,1.2905158776306287,1.2311444133449163,123.11444133449163,158.881141307786,0.027782009361476456,-0.027782009361476373,3,-4,742,349,False,True,True,0,0,742,349
4,2025-12-09 00:00:00,21h00,Sintético,Economia,4.0,1.0,Contabilidade,1.0,,Excel,Excel,False,False,,955,794,1.0,1.0,1.148698354997035,114.86983549970351,114.86983549970351,0.18499509809477033,-0.1849950980947703,21,-21,976,773,False,True,True,0,0,976,773
4,2025-12-09 00:00:00,22h00,Sintético,Eng. Biomédica,1.0,4.0,Eng. e Gestão Industrial,1.0,,Excel,Excel,False,False,,554,1376,1.2137926106053525,1.2137926106053525,1.148698354997035,139.42815751099252,139.42815751099252,-0.0005149633207280087,0.0005149633207279791,0,0,554,1376,False,True,True,0,0,554,1376
4,2025-12-10 00:00:00,17h00,Sintético,Marketing,0.0,8.0,Eng. Química,2.0,B,Excel,Excel,False,False,,334,672,1.0,1.0,1.3195079107728942,131.9507910772894,131.9507910772894,-0.04257031733173377,0.042570317331733776,-6,6,328,678,False,False,True,0,0,328,678
4,2025-12-10 00:00:00,18h00,Sintético,Música,2.0,2.0,Biologia e Geologia,2.0,B,Excel,Excel,False,False,,341,272,1.0,1.0,1.0,100.0,100.0,-0.15373857497429178,0.15373857497429183,-15,15,326,287,False,True,True,0,0,326,287
2,2026-02-24 00:00:00,22h00,Sintético,Eng. Computacional,7.0,2.0,Biologia,2.0,A,Calendário PDF,Excel,False,False,,537,349,1.4142135623730951,1.4142135623730951,1.1334615816706974,160.295674122756,160.295674122756,0.15039019303781076,-0.15039019303781062,24,-24,561,325,False,True,True,0,0,561,325
4,2026-02-25 00:00:00,20h30,Sintético,Biotecnologia,5.0,3.0,Administração Pública,1.0,,Excel,Excel,False,False,,999,608,1.4142135623730951,1.4142135623730951,1.0524097791489255,148.8332182846484,148.8332182846484,0.02656482953210848,-0.026564829532108338,4,-4,1003,604,False,True,True,0,0,1003,604
4,2026-02-25 00:00:00,21h30,Sintético,Eng. Eletrónica e Telecomunicações,1.0,7.0,Gestão e Planeamento em Turismo,1.0,,Excel,Excel,False,False,,826,1205,1.0,1.4142135623730951,1.214814044039067,121.4814044039067,171.8006496841355,-0.029577459975623575,0.029577459975623555,-4,5,822,1210,False,True,True,0,0,822,1210
4,2026-02-25 00:00:00,22h30,Sintético,Eng. Mecânica,1.0,2.0,Fisioterapia,1.0,,Excel,Excel,False,False,,1150,1114,1.0,1.2137926106053525,1.0717734625362931,107.17734625362931,130.0910709069465,-0.5821418810630038,0.5821418810630039,-62,76,1088,1190,False,True,True,0,0,1088,1190
5,2026-03-02 00:00:00,21h00,Sintético,Economia,1.0,3.0,Biotecnologia,1.0,,Excel,Excel,False,False,,976,1003,1.4142135623730951,1.1976915649387767,1.1161231740339044,157.8436529997654,133.67713109731017,-0.43814862211427225,0.4381486221142722,-69,59,907,1062,False,True,True,0,0,907,1062
5,2026-03-02 00:00:00,22h00,Sintético,Administração Pública,1.0,3.0,Eng. Eletrónica e Telecomunicações,1.0,,Excel,Excel,False,False,,604,822,1.1976915649387767,1.4142135623730951,1.1161231740339044,133.67713109731017,157.8436529997654,-0.11838074453084343,0.11838074453084346,-16,19,588,841,False,True,True,0,0,588,841
4,2026-03-03 00:00:00,21h00,Sintético,Biologia,1.0,2.0,Eng. Informática,2.0,A,Excel,Excel,False,False,,325,447,1.136008748923453,1.0,1.0717734625362931,121.75440303052116,107.17734625362931,-0.24533273998390362,0.2453327399839037,-30,26,295,473,False,True,True,0,0,295,473
5,2026-03-03 00:00:00,22h00,Sintético,Tecnologias de Informação,3.0,4.0,Geologia,2.0,A,Excel,Excel,False,False,,728,479,1.4142135623730951,1.4142135623730951,1.0291860089647606,145.54888120826024,145.54888120826024,-0.9083268504665672,0.9083268504665672,-132,132,596,611,False,True,True,0,0,596,611
5,2026-03-03 00:00:00,23h00,Sintético,Eng. Química,1.0,4.0,Gestão,2.0,B,Calendário PDF (corrigido),Excel,False,False,,678,851,1.4142135623730951,1.4142135623730951,1.148698354997035,162.45047927124713,162.45047927124713,-0.16890763871858278,0.16890763871858272,-27,27,651,878,False,True,True,0,0,651,878
5,2026-03-04 00:00:00,21h00,Sintético,Contabilidade,0.0,3.0,Eng. e Gestão Industrial,1.0,,Excel,Excel,False,False,,773,1376,1.4142135623730951,1.0,1.1962311988513155,169.17263851493573,119.62311988513154,-0.0038576374532650446,0.0038576374532650615,-1,0,772,1376,False,True,True,0,0,772,1376
5,2026-03-04 00:00:00,22h00,Sintético,Fisioterapia,3.0,0.0,Eng. Biomédica,1.0,,Excel,Excel,False,False,,1190,554,1.4142135623730951,1.0,1.1962311988513155,169.17263851493573,119.62311988513154,0.00284944798775133,-0.0028494479877513093,0,0,1190,554,False,True,True,0,0,1190,554
5,2026-03-04 00:00:00,23h00,Sintético,Eng. Computadores e Telemática,1.0,3.0,Eng. Mecânica,1.0,,Excel,Excel,False,False,,852,1088,1.0,1.4142135623730951,1.1161231740339044,111.61231740339043,157.8436529997654,-0.10214269670089104,0.10214269670089104,-11,16,841,1104,False,True,True,0,0,841,1104
4,2026-03-05 00:00:00,21h00,Sintético,Geologia,3.0,3.0,Eng. Mecânica B,2.0,A,Excel,Excel,False,False,,611,699,1.136008748923453,1.2905158776306287,1.0,113.60087489234529,129.05158776306286,0.1922181614910834,-0.1922181614910834,22,-25,633,674,False,True,True,0,0,633,674
5,2026-03-05 00:00:00,22h00,Sintético,Ciências Biomédicas,6.0,3.0,Música,2.0,B,Excel,Excel,False,False,,564,326,1.4142135623730951,1.4142135623730951,1.0717734625362931,151.5716566510398,151.5716566510398,0.10046568199024475,-0.10046568199024475,15,-15,579,311,False,True,True,0,0,579,311
4,2026-03-05 00:00:00,23h00,Sintético,Matemática,3.0,5.0,Eng. Civil,2.0,B,Excel,Excel,False,False,,510,874,1.4142135623730951,1.4142135623730951,1.0524097791489255,148.8332182846484,148.8332182846484,-0.03381130637707837,0.03381130637707841,-5,5,505,879,False,True,True,0,0,505,879
1,2026-03-09 00:00:00,21h00,Sintético,Eng. Mecânica B,7.0,2.0,Eng. Computacional,2.0,A,Excel,Excel,False,False,,674,561,1.4142135623730951,1.136008748923453,1.1334615816706974,160.295674122756,128.76222733465272,0.2610017458658288,-0.26100174586582875,42,-34,716,527,False,True,True,0,0,716,527
5,2026-03-09 00:00:00,22h00,Sintético,Eng. Informática,0.0,2.0,Eng. de Materiais,2.0,A,Excel,Excel,False,False,,473,742,1.4142135623730951,1.0,1.148698354997035,162.45047927124713,114.86983549970351,-0.07744481621440553,0.07744481621440558,-13,9,460,751,False,True,True,0,0,460,751
5,2026-03-09 00:00:00,23h00,Sintético,Biologia e Geologia,0.0,6.0,Matemática,2.0,B,Excel,Excel,False,False,,287,505,1.4142135623730951,1.1547005383792515,1.2820888539868154,181.31474454755332,148.04286899486132,-0.11838074453084343,0.11838074453084346,-21,18,266,523,False,True,True,0,0,266,523
6,2026-03-10 00:00:00,21h00,Sintético,Eng. Biomédica,1.0,3.0,Eng. Computadores e Telemática,1.0,,Excel,Excel,False,False,,554,841,1.4142135623730951,1.4142135623730951,1.1161231740339044,157.8436529997654,157.8436529997654,-0.06639896709618964,0.06639896709618953,-10,10,544,851,False,True,True,0,0,544,851
6,2026-03-10 00:00:00,23h00,Sintético,Eng. e Gestão Industrial,0.0,2.0,Fisioterapia,1.0,,Excel,Excel,False,False,,1376,1190,1.4142135623730951,1.1976915649387767,1.148698354997035,162.45047927124713,137.57863304389974,-0.8472409530811853,0.8472409530811853,-138,117,1238,1307,False,True,True,0,0,1238,1307
6,2026-03-11 00:00:00,22h00,Sintético,Eng. Eletrónica e Telecomunicações,7.0,1.0,Economia,1.0,,Excel,Excel,False,False,,841,907,1.1976915649387767,1.1976915649387767,1.214814044039067,145.4972533514754,145.4972533514754,0.647457612429252,-0.6474576124292521,94,-94,935,813,False,True,True,0,0,935,813
4,2026-03-11 00:00:00,23h00,Sintético,MTC,0.0,4.0,Ciências Biomédicas,2.0,B,Excel,Excel,False,False,,409,579,1.4142135623730951,1.1547005383792515,1.2311444133449163,174.11011265922482,142.16031169119827,-0.17282198303686044,0.17282198303686047,-30,25,379,604,False,True,True,0,0,379,604
6,2026-03-16 00:00:00,21h00,Sintético,Matemática,1.0,4.0,Ciências Biomédicas,2.0,B,Excel,Excel,False,False,,523,604,1.0563009905346672,1.0563009905346672,1.148698354997035,121.3371210208911,121.3371210208911,-0.32168530675547663,0.3216853067554766,-39,39,484,643,False,True,True,0,0,484,643
5,2026-03-16 00:00:00,23h00,Sintético,Eng. Mecânica B,4.0,0.0,Biologia,2.0,A,Excel,Excel,False,False,,716,295,1.136008748923453,1.037480744835512,1.2311444133449163,139.85908247480566,127.72886229571631,0.02028155659858466,-0.020281556598584664,3,-3,719,292,False,True,True,0,0,719,292
6,2026-03-16 00:00:00,23h00,Sintético,Música,0.0,7.0,MTC,2.0,B,Excel,Excel,False,False,,311,379,1.1547005383792515,1.1547005383792515,1.3020054543174677,150.3426399073102,150.3426399073102,-0.3483492602467557,0.3483492602467557,-52,52,259,431,False,True,True,0,0,259,431
7,2026-03-17 00:00:00,21h00,Sintético,Biotecnologia,2.0,2.0,Eng. Eletrónica e Telecomunicações,1.0,,Excel,Excel,False,False,,1062,935,1.1017225651702667,1.1017225651702667,1.0,110.17225651702667,110.17225651702667,-0.2630931762910347,0.2630931762910347,-29,29,1033,964,False,True,True,0,0,1033,964
7,2026-03-17 00:00:00,22h00,Sintético,Administração Pública,0.0,4.0,Eng. Mecânica,1.0,,Excel,Excel,False,False,,588,1104,1.1017225651702667,1.1976915649387767,1.2311444133449163,135.63795811654043,147.4531279084705,-0.008555949469192786,0.008555949469192914,-1,1,587,1105,False,True,True,0,0,587,1105
7,2026-03-17 00:00:00,23h00,Sintético,Gestão e Planeamento em Turismo,6.0,2.0,Eng. Biomédica,1.0,,Excel,Excel,False,False,,1210,544,1.1976915649387767,1.1976915649387767,1.1161231740339044,133.67713109731017,133.67713109731017,0.002163015327615092,-0.0021630153276152343,0,0,1210,544,False,True,True,0,0,1210,544
6,2026-03-19 00:00:00,21h00,Sintético,Marketing,3.0,1.0,Biologia e Geologia,2.0,B,Excel,Excel,False,False,,328,266,1.4142135623730951,1.1547005383792515,1.1161231740339044,157.8436529997654,128.87880299545083,0.3609966304745663,-0.36099663047456637,57,-47,385,219,False,False,True,0,0,385,219
6,2026-03-19 00:00:00,22h00,Sintético,Gestão,3.0,4.0,Eng. Civil,2.0,B,Excel,Excel,False,False,,878,879,1.1547005383792515,1.1547005383792515,1.0291860089647606,118.84016386440022,118.84016386440022,-0.4976974311842966,0.49769743118429666,-59,59,819,938,False,True,True,0,0,819,938
7,2026-03-23 00:00:00,21h00,Sintético,Eng. Computadores e Telemática,1.0,2.0,Eng. e Gestão Industrial,1.0,,Excel,Excel,False,False,,851,1238,1.1976915649387767,1.1976915649387767,1.0717734625362931,128.36540356049443,128.36540356049443,-0.02753431555137404,0.02753431555137409,-4,4,847,1242,False,True,True,0,0,847,1242
5,2026-03-23 00:00:00,22h00,Sintético,Eng. Civil,2.0,1.0,Marketing,2.0,B,Excel,Excel,False,False,,938,385,1.0563009905346672,1.1547005383792515,1.0717734625362931,113.21153701058564,123.75773942112522,0.006100179467827482,-0.006100179467827551,1,-1,939,384,False,True,False,0,0,939,384
7,2026-03-23 00:00:00,23h00,Sintético,Biologia e Geologia,0.0,1.0,Gestão,2.0,B,Excel,Excel,False,False,,219,819,1.0563009905346672,1.0563009905346672,1.0717734625362931,113.21153701058564,113.21153701058564,-0.0039652856191522015,0.003965285619152326,0,0,219,819,False,True,True,0,0,219,819
8,2026-03-24 00:00:00,23h00,Sintético,Eng. Mecânica,8.0,2.0,Economia,1.0,,Excel,Excel,False,False,,1105,813,1.1017225651702667,1.1017225651702667,1.148698354997035,126.5546898274199,126.5546898274199,0.06360058820703751,-0.06360058820703751,8,-8,1113,805,False,True,True,0,0,1113,805
8,2026-03-25 00:00:00,21h00,Sintético,Eng. Biomédica,3.0,0.0,Administração Pública,1.0,,Excel,Excel,False,False,,544,587,1.1017225651702667,1.0440126386761064,1.1962311988513155,131.79149049351747,124.8880490379444,0.5977369715492629,-0.5977369715492628,79,-75,623,512,False,True,True,0,0,623,512
8,2026-03-25 00:00:00,22h00,Sintético,Fisioterapia,2.0,1.0,Eng. Computadores e Telemática,1.0,,Excel,Excel,False,False,,1307,847,1.1017225651702667,1.1017225651702667,1.0717734625362931,118.07970084269036,118.07970084269036,0.014248445016478373,-0.01424844501647823,2,-2,1309,845,False,True,True,0,0,1309,845
7,2026-03-25 00:00:00,23h00,Sintético,MTC,2.0,1.0,Matemática,2.0,B,Excel,Excel,False,False,,431,484,1.0563009905346672,1.0,1.0717734625362931,113.21153701058564,107.17734625362931,0.6196700608884902,-0.6196700608884901,70,-66,501,418,False,True,True,0,0,501,418
8,2026-03-25 00:00:00,23h00,Sintético,Eng. Eletrónica e Telecomunicações,5.0,1.0,Contabilidade,1.0,,Excel,Excel,False,False,,964,772,1.0440126386761064,1.1976915649387767,1.174618943088019,122.63170222122619,140.68312001538214,0.14574324118937032,-0.1457432411893704,18,-21,982,751,False,True,True,0,0,982,751
6,2026-03-26 00:00:00,22h00,Sintético,Eng. Mecânica,3.0,0.0,Gestão e Planeamento em Turismo,1.0,,Excel,Excel,False,False,,1113,1210,1.0440126386761064,1.1017225651702667,1.1962311988513155,124.8880490379444,131.79149049351747,0.709591936094762,-0.709591936094762,89,-94,1202,1116,False,True,True,0,0,1202,1116
7,2026-03-30 00:00:00,21h00,Sintético,Ciências Biomédicas,8.0,1.0,Marketing,2.0,B,Excel,Excel,False,False,,643,384,1.0,1.0563009905346672,1.2311444133449163,123.11444133449163,130.04590633074568,0.0842867837725294,-0.08428678377252943,10,-11,653,373,False,True,False,0,0,653,373
7,2026-03-30 00:00:00,22h00,Sintético,Eng. Computacional,4.0,1.0,Geologia,2.0,A,Excel,Excel,False,False,,527,633,1.037480744835512,1.037480744835512,1.148698354997035,119.17524249336513,119.17524249336513,0.7263726596367794,-0.7263726596367794,87,-87,614,546,False,True,True,0,0,614,546
7,2026-03-30 00:00:00,23h00,Sintético,Eng. Civil,7.0,1.0,Eng. Química,2.0,B,Excel,Excel,False,False,,939,651,1.0,1.1547005383792515,1.214814044039067,121.4814044039067,140.27464306825863,0.06583029185676048,-0.06583029185676036,8,-9,947,642,False,True,True,0,0,947,642
9,2026-04-13 00:00:00,21h00,Sintético,Economia,3.0,0.0,Eng. Biomédica,1.0,,Excel,Excel,False,False,,805,623,1.0440126386761064,1.0440126386761064,1.1962311988513155,124.8880490379444,124.8880490379444,0.15758842821716346,-0.1575884282171635,20,-20,825,603,False,True,True,0,0,825,603
8,2026-04-14 00:00:00,21h00,Sintético,Gestão,6.0,1.0,Ciências Biomédicas,2.0,B,Excel,Excel,False,False,,819,653,1.0,1.0,1.1962311988513155,119.62311988513154,119.62311988513154,0.1781522698239395,-0.17815226982393953,21,-21,840,632,False,True,True,0,0,840,632
8,2026-04-14 00:00:00,22h00,Sintético,Eng. Química,3.0,0.0,Biologia e Geologia,2.0,B,Excel,Excel,False,False,,642,219,1.0563009905346672,1.0,1.1962311988513155,126.3580200255117,119.62311988513154,0.019918749997301255,-0.01991874999730121,3,-2,645,217,False,True,True,0,0,645,217
9,2026-04-14 00:00:00,23h00,Sintético,Biotecnologia,1.0,6.0,Eng. Mecânica,1.0,,Excel,Excel,False,False,,1033,1202,1.0440126386761064,1.0,1.1962311988513155,124.8880490379444,119.62311988513154,-0.1741426133351784,0.17414261333517844,-22,21,1011,1223,False,True,True,0,0,1011,1223
8,2026-04-15 00:00:00,20h30,Sintético,Matemática,2.0,2.0,Música,2.0,B,Excel,Excel,False,False,,418,259,1.0,1.0563009905346672,1.0,100.0,105.63009905346672,-0.31221145034742626,0.31221145034742626,-31,33,387,292,False,True,True,0,0,387,292
