Jornada,Dia,Hora,Local,Equipa 1,Golos 1,Golos 2,Equipa 2,Divisao,Grupo,Fonte_Data,Data_Placeholder,Falta de Comparência,Elo Antes 1,Elo Antes 2,Season Phase 1,Season Phase 2,Proportional Multiplier,K Factor 1,K Factor 2,Elo Change 1,Elo Change 2,Elo Delta 1,Elo Delta 2,Elo Depois 1,Elo Depois 2,Has Absence,Was In Previous Season 1,Was In Previous Season 2,Inter Group Adjustment 1,Inter Group Adjustment 2,Final Elo 1,Final Elo 2
1,2025-10-23 00:00:00,21h00,Sintético,Marketing,1.0,3.0,Matemática,2.0,B,Excel,False,,500,386,2.0,2.0,1.1161231740339044,223.22463480678087,223.22463480678087,-0.7407708286413635,0.7407708286413635,-165,165,335,551,False,False,True,0,0,335,551
1,2025-10-23 00:00:00,22h00,Sintético,Gestão,7.0,0.0,Música,2.0,B,Excel,False,,836,356,2.0,2.0,1.3020054543174677,260.40109086349355,260.40109086349355,0.011879817525171532,-0.011879817525171548,3,-3,839,353,False,True,True,0,0,839,353
1,2025-10-23 00:00:00,23h00,Sintético,Eng. Química,6.0,0.0,MTC,2.0,B,Excel,False,,592,406,2.0,2.0,1.2820888539868154,256.41777079736306,256.41777079736306,0.1527590469188147,-0.1527590469188147,39,-39,631,367,False,True,True,0,0,631,367
2,2025-11-03 00:00:00,21H00,Sintético,Biotecnologia,3.0,1.0,Eng. Computadores e Telemática,1.0,,Excel,False,,1021,752,1.4344650847254958,1.4344650847254958,1.1161231740339044,160.1039723404634,160.1039723404634,0.07744481621440558,-0.07744481621440553,12,-12,1033,740,False,True,True,0,0,1033,740
2,2025-11-03 00:00:00,22H00,Sintético,Eng. Eletrónica e Telecomunicações,0.0,4.0,Fisioterapia,1.0,,Excel,False,,1027,1025,1.4344650847254958,1.4344650847254958,1.2311444133449163,176.60336751981365,176.60336751981365,-0.5046050399709767,0.5046050399709766,-89,89,938,1114,False,True,True,0,0,938,1114
2,2025-11-03 00:00:00,23H00,Sintético,Finanças,2.0,2.0,Eng. e Gestão Industrial,1.0,,Excel,False,,1124,1351,1.4344650847254958,1.4344650847254958,1.0,143.4465084725496,143.4465084725496,0.39000060379727,-0.39000060379727,56,-56,1180,1295,False,True,True,0,0,1180,1295
2,2025-11-04 00:00:00,21h00,Sintético,Música,1.0,4.0,Eng. Química,2.0,B,Excel,False,,353,631,1.3333333333333333,1.3333333333333333,1.148698354997035,153.15978066627133,153.15978066627133,-0.07172593478402459,0.07172593478402456,-11,11,342,642,False,True,True,0,0,342,642
2,2025-11-04 00:00:00,22h00,Sintético,Ciências Biomédicas,6.0,2.0,Biologia e Geologia,2.0,B,Excel,False,,537,371,1.3333333333333333,2.0,1.1161231740339044,148.81642320452056,223.22463480678087,0.1781522698239395,-0.17815226982393953,27,-40,564,331,False,True,True,0,0,564,331
2,2025-11-10 00:00:00,21h00,Sintético,Administração Pública,0.0,1.0,Contabilidade,1.0,,Excel,False,,687,696,1.4344650847254958,1.4344650847254958,1.0717734625362931,153.74216107436618,153.74216107436618,-0.47928859226066334,0.47928859226066334,-74,74,613,770,False,True,True,0,0,613,770
2,2025-11-10 00:00:00,22h00,Sintético,Matemática,0.0,7.0,Gestão,2.0,B,Excel,False,,551,839,1.3333333333333333,1.3333333333333333,1.3020054543174677,173.60072724232901,173.60072724232901,-0.06583029185676036,0.06583029185676048,-11,11,540,850,False,True,True,0,0,540,850
2,2025-11-11 00:00:00,21h00,Sintético,MTC,0.0,7.0,Eng. Civil,2.0,B,Calendário PDF (corrigido),False,,367,871,1.3333333333333333,1.3333333333333333,1.3020054543174677,173.60072724232901,173.60072724232901,-0.009546280414924136,0.009546280414924224,-2,2,365,873,False,True,True,0,0,365,873
2,2025-11-11 00:00:00,22h00,Sintético,Tecnologias de Informação,1.0,1.0,Eng. Mecânica B,2.0,A,Excel,False,,706,693,1.2905158776306287,2.0,1.0,129.05158776306286,200.0,-0.029897895892607607,0.029897895892607662,-4,6,702,699,False,True,True,0,0,702,699
2,2025-11-11 00:00:00,23h00,Sintético,Eng. Física,0.0,3.0,Eng. Informática,2.0,A,Excel,False,,608,505,1.2905158776306287,1.2905158776306287,1.1962311988513155,154.37553554347443,154.37553554347443,-0.7208466312373445,0.7208466312373445,-111,111,497,616,False,True,True,0,0,497,616
3,2025-11-17 00:00:00,21h00,Sintético,Eng. Química,2.0,1.0,Matemática,2.0,B,Excel,False,,642,540,1.0,1.0,1.0717734625362931,107.17734625362931,107.17734625362931,0.2810105001763906,-0.28101050017639057,30,-30,672,510,False,True,True,0,0,672,510
3,2025-11-17 00:00:00,22h00,Sintético,Gestão,7.0,0.0,Marketing,2.0,B,Excel,False,,850,335,1.0,1.3333333333333333,1.3020054543174677,130.20054543174678,173.60072724232901,0.008634433130792596,-0.008634433130792499,1,-1,851,334,False,True,False,0,0,851,334
3,2025-11-17 00:00:00,23h00,Sintético,Biologia e Geologia,2.0,3.0,MTC,2.0,B,Excel,False,,331,365,1.3333333333333333,1.0,1.0413797439924106,138.85063253232138,104.13797439924106,-0.42234566272526824,0.4223456627252682,-59,44,272,409,False,True,True,0,0,272,409
3,2025-11-18 00:00:00,21h00,Sintético,Eng. Civil,4.0,3.0,Música,2.0,B,Excel,False,,873,342,1.0,1.0,1.0291860089647606,102.91860089647606,102.91860089647606,0.007460156694536257,-0.007460156694536287,1,-1,874,341,False,True,True,0,0,874,341
2,2025-11-18 00:00:00,22h00,Sintético,Geologia,1.0,12.0,Eng. de Materiais,2.0,A,Excel,False,,599,753,1.2905158776306287,1.2905158776306287,1.2820888539868154,165.45560226032418,165.45560226032418,-0.19491372555580183,0.1949137255558019,-32,32,567,785,False,True,True,0,0,567,785
6,2025-11-18 00:00:00,23h00,Sintético,Eng. Informática,2.0,3.0,Eng. Computacional,2.0,A,Excel,False,,616,494,1.0,2.0,1.0413797439924106,104.13797439924106,208.27594879848212,-0.7546672600160963,0.7546672600160964,-79,157,537,651,False,True,True,0,0,537,651
3,2025-11-19 00:00:00,20h30,Sintético,Eng. Mecânica B,7.0,0.0,Eng. Física,2.0,A,Excel,False,,699,497,1.2905158776306287,1.0,1.3020054543174677,168.02587115583722,130.20054543174678,0.1346460937327102,-0.13464609373271016,23,-18,722,479,False,True,True,0,0,722,479
3,2025-11-24 00:00:00,21h00,Sintético,Eng. Computadores e Telemática,1.0,0.0,Eng. Eletrónica e Telecomunicações,1.0,,Excel,False,,740,938,1.2137926106053525,1.2137926106053525,1.0717734625362931,130.0910709069465,130.0910709069465,0.8610032100414511,-0.861003210041451,112,-112,852,826,False,True,True,0,0,852,826
3,2025-11-24 00:00:00,22h00,Sintético,Gestão e Planeamento em Turismo,1.0,0.0,Biotecnologia,1.0,,Excel,False,,1147,1033,1.4344650847254958,1.2137926106053525,1.0717734625362931,153.74216107436618,130.0910709069465,0.25922917135863655,-0.25922917135863655,40,-34,1187,999,False,True,True,0,0,1187,999
3,2025-11-25 00:00:00,21H00,Sintético,Fisioterapia,3.0,2.0,Finanças,1.0,,Excel,False,,1114,1180,1.2137926106053525,1.2137926106053525,1.0413797439924106,126.40190380920816,126.40190380920816,0.647457612429252,-0.6474576124292521,82,-82,1196,1098,False,True,True,0,0,1196,1098
3,2025-11-25 00:00:00,22H00,Sintético,Eng. e Gestão Industrial,2.0,1.0,Eng. Mecânica,1.0,,Excel,False,,1295,1174,1.2137926106053525,1.4344650847254958,1.0717734625362931,130.0910709069465,153.74216107436618,0.24704198171205616,-0.2470419817120562,32,-38,1327,1136,False,True,True,0,0,1327,1136
3,2025-11-25 00:00:00,23H00,Sintético,Contabilidade,5.0,1.0,Eng. Biomédica,1.0,,Excel,False,,770,592,1.2137926106053525,1.4344650847254958,1.174618943088019,142.57437933973065,168.49498617169277,0.16254119648148346,-0.1625411964814834,23,-27,793,565,False,True,True,0,0,793,565
4,2025-11-27 00:00:00,21h00,Sintético,Eng. de Materiais,2.0,1.0,Eng. Computacional,2.0,A,Excel,False,,785,651,1.0,1.2905158776306287,1.0717734625362931,107.17734625362931,138.3140670626242,0.2254496858267846,-0.2254496858267845,24,-31,809,620,False,True,True,0,0,809,620
3,2025-11-27 00:00:00,22h00,Sintético,Administração Pública,1.0,3.0,Economia,1.0,,Excel,False,,613,967,1.2137926106053525,1.4344650847254958,1.1161231740339044,135.4742061167745,160.1039723404634,-0.03695281814294715,0.036952818142947264,-5,6,608,973,False,True,True,0,0,608,973
3,2025-12-03 00:00:00,20h30,Sintético,Eng. Computacional,1.0,5.0,Tecnologias de Informação,2.0,A,Excel,False,,620,702,1.0,1.0,1.174618943088019,117.4618943088019,117.4618943088019,-0.31967888425044344,0.31967888425044355,-38,38,582,740,False,True,True,0,0,582,740
2,2025-12-03 00:00:00,21h30,Sintético,Economia,1.0,8.0,Gestão e Planeamento em Turismo,1.0,,Excel,False,,973,1187,1.2137926106053525,1.2137926106053525,1.2311444133449163,149.4353991506121,149.4353991506121,-0.12228013947680864,0.12228013947680871,-18,18,955,1205,False,True,True,0,0,955,1205
2,2025-12-03 00:00:00,22h30,Sintético,Eng. Mecânica,6.0,1.0,Eng. Biomédica,1.0,,Excel,False,,1136,565,1.2137926106053525,1.2137926106053525,1.1962311988513155,145.19765897413086,145.19765897413086,0.00517306025908959,-0.00517306025908963,1,-1,1137,564,False,True,True,0,0,1137,564
3,2025-12-04 00:00:00,21h00,Sintético,Eng. Informática,3.0,3.0,Geologia,2.0,A,Excel,False,,537,567,1.0,1.0,1.0,100.0,100.0,0.06864139188366764,-0.06864139188366769,7,-7,544,560,False,True,True,0,0,544,560
3,2025-12-04 00:00:00,22h00,Sintético,Eng. de Materiais,4.0,0.0,Biologia,2.0,A,Excel,False,,809,353,1.0,1.2905158776306287,1.2311444133449163,123.11444133449163,158.881141307786,0.014775265932429948,-0.014775265932429933,2,-2,811,351,False,True,True,0,0,811,351
4,2025-12-09 00:00:00,21h00,Sintético,Economia,4.0,1.0,Contabilidade,1.0,,Excel,False,,955,793,1.0,1.0,1.148698354997035,114.86983549970351,114.86983549970351,0.18361046449774743,-0.18361046449774748,21,-21,976,772,False,True,True,0,0,976,772
4,2025-12-09 00:00:00,22h00,Sintético,Eng. Biomédica,1.0,4.0,Eng. e Gestão Industrial,1.0,,Excel,False,,564,1327,1.0,1.0,1.148698354997035,114.86983549970351,114.86983549970351,-0.0008863696638617777,0.0008863696638619079,0,0,564,1327,False,True,True,0,0,564,1327
4,2025-12-09 00:00:00,23h00,Sintético,Finanças,3.0,1.0,Eng. Computadores e Telemática,1.0,,Excel,False,,1098,852,1.0,1.0,1.1161231740339044,111.61231740339043,111.61231740339043,0.09400006747263434,-0.0940000674726344,10,-10,1108,842,False,True,True,0,0,1108,842
4,2025-12-10 00:00:00,17h00,Sintético,Marketing,0.0,8.0,Eng. Química,2.0,B,Excel,False,,334,672,1.0,1.0,1.3195079107728942,131.9507910772894,131.9507910772894,-0.04257031733173377,0.042570317331733776,-6,6,328,678,False,False,True,0,0,328,678
4,2025-12-10 00:00:00,18h00,Sintético,Música,2.0,2.0,Biologia e Geologia,2.0,B,Excel,False,,341,272,1.0,1.0,1.0,100.0,100.0,-0.15373857497429178,0.15373857497429183,-15,15,326,287,False,True,True,0,0,326,287
2,2026-02-24 00:00:00,22h00,Sintético,Eng. Computacional,7.0,2.0,Biologia,2.0,A,Calendário PDF,False,,582,351,1.4142135623730951,1.4142135623730951,1.1334615816706974,160.295674122756,160.295674122756,0.10644412900488687,-0.10644412900488684,17,-17,599,334,False,True,True,0,0,599,334
4,2026-02-25 00:00:00,20h30,Sintético,Biotecnologia,5.0,3.0,Administração Pública,1.0,,Excel,False,,999,608,1.4142135623730951,1.4142135623730951,1.0524097791489255,148.8332182846484,148.8332182846484,0.02656482953210848,-0.026564829532108338,4,-4,1003,604,False,True,True,0,0,1003,604
4,2026-02-25 00:00:00,21h30,Sintético,Eng. Eletrónica e Telecomunicações,1.0,7.0,Gestão e Planeamento em Turismo,1.0,,Excel,False,,826,1205,1.0,1.4142135623730951,1.214814044039067,121.4814044039067,171.8006496841355,-0.029577459975623575,0.029577459975623555,-4,5,822,1210,False,True,True,0,0,822,1210
4,2026-02-25 00:00:00,22h30,Sintético,Eng. Mecânica,1.0,2.0,Fisioterapia,1.0,,Excel,False,,1137,1196,1.0,1.4142135623730951,1.0717734625362931,107.17734625362931,151.5716566510398,-0.36739466746852056,0.36739466746852056,-39,56,1098,1252,False,True,True,0,0,1098,1252
5,2026-03-02 00:00:00,21h00,Sintético,Economia,1.0,3.0,Biotecnologia,1.0,,Excel,False,,976,1003,1.4142135623730951,1.1976915649387767,1.1161231740339044,157.8436529997654,133.67713109731017,-0.43814862211427225,0.4381486221142722,-69,59,907,1062,False,True,True,0,0,907,1062
5,2026-03-02 00:00:00,22h00,Sintético,Administração Pública,1.0,3.0,Eng. Eletrónica e Telecomunicações,1.0,,Excel,False,,604,822,1.1976915649387767,1.4142135623730951,1.1161231740339044,133.67713109731017,157.8436529997654,-0.11838074453084343,0.11838074453084346,-16,19,588,841,False,True,True,0,0,588,841
5,2026-03-02 00:00:00,23h00,Sintético,Gestão e Planeamento em Turismo,3.0,3.0,Finanças,1.0,,Excel,False,,1210,1108,1.1976915649387767,1.4142135623730951,1.0,119.76915649387767,141.4213562373095,-0.21898949982360938,0.21898949982360943,-26,31,1184,1139,False,True,True,0,0,1184,1139
4,2026-03-03 00:00:00,21h00,Sintético,Biologia,1.0,2.0,Eng. Informática,2.0,A,Calendário PDF (corrigido),False,,334,544,1.136008748923453,1.0,1.0717734625362931,121.75440303052116,107.17734625362931,-0.12628957905491864,0.12628957905491867,-15,14,319,558,False,True,True,0,0,319,558
5,2026-03-03 00:00:00,23h00,Sintético,Eng. Química,1.0,4.0,Gestão,2.0,B,Calendário PDF (corrigido),False,,678,851,1.4142135623730951,1.4142135623730951,1.148698354997035,162.45047927124713,162.45047927124713,-0.16890763871858278,0.16890763871858272,-27,27,651,878,False,True,True,0,0,651,878
5,2026-03-04 00:00:00,21h00,Sintético,Contabilidade,0.0,3.0,Eng. e Gestão Industrial,1.0,,Excel,False,,772,1327,1.4142135623730951,1.4142135623730951,1.1962311988513155,169.17263851493573,169.17263851493573,-0.0059895055210679275,0.005989505521067917,-1,1,771,1328,False,True,True,0,0,771,1328
5,2026-03-04 00:00:00,22h00,Sintético,Fisioterapia,3.0,0.0,Eng. Biomédica,1.0,,Excel,False,,1252,564,1.1976915649387767,1.4142135623730951,1.1962311988513155,143.2716016580821,169.17263851493573,0.0017669812090501669,-0.001766981209050104,0,0,1252,564,False,True,True,0,0,1252,564
5,2026-03-04 00:00:00,23h00,Sintético,Eng. Computadores e Telemática,1.0,3.0,Eng. Mecânica,1.0,,Excel,False,,842,1098,1.4142135623730951,1.4142135623730951,1.1161231740339044,157.8436529997654,157.8436529997654,-0.08644405811939565,0.0864440581193956,-14,14,828,1112,False,True,True,0,0,828,1112
4,2026-03-05 00:00:00,21h00,Sintético,Geologia,3.0,3.0,Eng. Mecânica B,2.0,A,Excel,False,,560,722,1.4142135623730951,1.0,1.0,141.4213562373095,100.0,0.3163895355022525,-0.3163895355022526,45,-32,605,690,False,True,True,0,0,605,690
5,2026-03-05 00:00:00,22h00,Sintético,Ciências Biomédicas,6.0,3.0,Música,2.0,B,Excel,False,,564,326,1.4142135623730951,1.4142135623730951,1.0717734625362931,151.5716566510398,151.5716566510398,0.10046568199024475,-0.10046568199024475,15,-15,579,311,False,True,True,0,0,579,311
4,2026-03-05 00:00:00,23h00,Sintético,Matemática,3.0,5.0,Eng. Civil,2.0,B,Excel,False,,510,874,1.4142135623730951,1.4142135623730951,1.0524097791489255,148.8332182846484,148.8332182846484,-0.03381130637707837,0.03381130637707841,-5,5,505,879,False,True,True,0,0,505,879
1,2026-03-09 00:00:00,21h00,Sintético,Eng. Mecânica B,7.0,2.0,Eng. Computacional,2.0,A,Excel,False,,690,599,1.4142135623730951,1.136008748923453,1.1334615816706974,160.295674122756,128.76222733465272,0.30192646078852325,-0.3019264607885232,48,-39,738,560,False,True,True,0,0,738,560
5,2026-03-09 00:00:00,22h00,Sintético,Eng. Informática,0.0,2.0,Eng. de Materiais,2.0,A,Excel,False,,558,811,1.4142135623730951,1.4142135623730951,1.148698354997035,162.45047927124713,162.45047927124713,-0.08865120137545031,0.08865120137545024,-14,14,544,825,False,True,True,0,0,544,825
5,2026-03-09 00:00:00,23h00,Sintético,Biologia e Geologia,0.0,6.0,Matemática,2.0,B,Excel,False,,287,505,1.4142135623730951,1.1547005383792515,1.2820888539868154,181.31474454755332,148.04286899486132,-0.11838074453084343,0.11838074453084346,-21,18,266,523,False,True,True,0,0,266,523
6,2026-03-10 00:00:00,21h00,Sintético,Eng. Biomédica,1.0,3.0,Eng. Computadores e Telemática,1.0,,Excel,False,,564,828,1.1976915649387767,1.1976915649387767,1.1161231740339044,133.67713109731017,133.67713109731017,-0.08079976996747204,0.08079976996747218,-11,11,553,839,False,True,True,0,0,553,839
6,2026-03-10 00:00:00,23h00,Sintético,Eng. e Gestão Industrial,0.0,2.0,Fisioterapia,1.0,,Excel,False,,1328,1252,1.1976915649387767,1.1017225651702667,1.148698354997035,137.57863304389974,126.5546898274199,-0.6681846389742985,0.6681846389742985,-92,85,1236,1337,False,True,True,0,0,1236,1337
6,2026-03-11 00:00:00,22h00,Sintético,Eng. Eletrónica e Telecomunicações,7.0,1.0,Economia,1.0,,Excel,False,,841,907,1.1976915649387767,1.1976915649387767,1.214814044039067,145.4972533514754,145.4972533514754,0.647457612429252,-0.6474576124292521,94,-94,935,813,False,True,True,0,0,935,813
4,2026-03-11 00:00:00,23h00,Sintético,MTC,0.0,4.0,Ciências Biomédicas,2.0,B,Excel,False,,409,579,1.4142135623730951,1.1547005383792515,1.2311444133449163,174.11011265922482,142.16031169119827,-0.17282198303686044,0.17282198303686047,-30,25,379,604,False,True,True,0,0,379,604
6,2026-03-11 00:00:00,23h00,Sintético,Finanças,0.0,3.0,Administração Pública,1.0,,Excel,False,,1139,588,1.1976915649387767,1.1017225651702667,1.1962311988513155,143.2716016580821,131.79149049351747,-0.9937871143368425,0.9937871143368426,-142,131,997,719,False,True,True,0,0,997,719
5,2026-03-14 00:00:00,15h00,,Tecnologias de Informação,3.0,4.0,Geologia,2.0,A,,True,,740,605,1.4142135623730951,1.136008748923453,1.0291860089647606,145.54888120826024,116.91643104535792,-0.7761545753418307,0.7761545753418307,-113,91,627,696,False,True,True,0,0,627,696
